,state,county,poverty_percent_17,median_household_income_17
1302,MI,Leelanau County,7.1,"66,372"
1303,MI,Lenawee County,10.4,"56,416"
1304,MI,Livingston County,5.3,"82,076"
1305,MI,Luce County,19.0,"44,479"
1306,MI,Mackinac County,14.3,"43,427"
1307,MI,Macomb County,11.2,"60,475"
1308,MI,Manistee County,13.5,"45,504"
1309,MI,Marquette County,16.7,"49,472"
1310,MI,Mason County,13.3,"46,579"
1311,MI,Mecosta County,20.3,"45,785"
1312,MI,Menominee County,11.8,"48,627"
1313,MI,Midland County,10.7,"61,290"
1314,MI,Missaukee County,14.2,"44,553"
1315,MI,Monroe County,11.7,"61,121"
1316,MI,Montcalm County,14.9,"46,664"
1317,MI,Montmorency County,14.1,"40,170"
1318,MI,Muskegon County,15.2,"48,885"
1319,MI,Newaygo County,14.4,"47,521"
1320,MI,Oakland County,7.8,"77,558"
1321,MI,Oceana County,14.6,"46,423"
1322,MI,Ogemaw County,16.2,"38,220"
1323,MI,Ontonagon County,15.6,"37,208"
1324,MI,Osceola County,14.7,"41,268"
1325,MI,Oscoda County,18.0,"39,253"
1326,MI,Otsego County,12.0,"51,814"
1327,MI,Ottawa County,8.2,"68,816"
1328,MI,Presque Isle County,15.4,"43,244"
1329,MI,Roscommon County,18.8,"40,306"
1330,MI,Saginaw County,17.5,"45,433"
1331,MI,St. Clair County,12.4,"56,671"
1332,MI,St. Joseph County,13.0,"50,854"
1333,MI,Sanilac County,14.5,"47,287"
1334,MI,Schoolcraft County,14.6,"41,973"
1335,MI,Shiawassee County,11.1,"53,055"
1336,MI,Tuscola County,14.2,"47,357"
1337,MI,Van Buren County,12.8,"52,114"
1338,MI,Washtenaw County,12.9,"70,509"
1339,MI,Wayne County,22.6,"45,182"
1340,MI,Wexford County,13.5,"46,072"
1341,MN,Minnesota,9.5,"68,364"
1342,MN,Aitkin County,12.1,"44,344"
1343,MN,Anoka County,5.4,"79,097"
1344,MN,Becker County,11.7,"54,502"
1345,MN,Beltrami County,18.8,"47,336"
1346,MN,Benton County,9.7,"58,572"
1347,MN,Big Stone County,12.3,"48,553"
1348,MN,Blue Earth County,16.3,"56,137"
1349,MN,Brown County,8.0,"57,742"
1350,MN,Carlton County,9.3,"60,740"
1351,MN,Carver County,4.0,"102,511"
1352,MN,Cass County,15.1,"51,884"
1353,MN,Chippewa County,10.5,"60,039"
1354,MN,Chisago County,6.1,"82,118"
1355,MN,Clay County,12.0,"60,213"
1356,MN,Clearwater County,14.8,"48,115"
1357,MN,Cook County,8.8,"51,146"
1358,MN,Cottonwood County,11.3,"48,976"
1359,MN,Crow Wing County,9.8,"54,065"
1360,MN,Dakota County,5.8,"81,004"
1361,MN,Dodge County,5.8,"70,431"
1362,MN,Douglas County,7.3,"62,809"
1363,MN,Faribault County,12.1,"45,963"
1364,MN,Fillmore County,10.3,"56,165"
1365,MN,Freeborn County,11.8,"52,117"
1366,MN,Goodhue County,8.0,"65,953"
1367,MN,Grant County,9.2,"50,943"
1368,MN,Hennepin County,10.5,"74,568"
1369,MN,Houston County,7.6,"55,558"
1370,MN,Hubbard County,11.5,"56,129"
1371,MN,Isanti County,7.9,"70,594"
1372,MN,Itasca County,11.2,"49,934"
1373,MN,Jackson County,8.6,"55,981"
1374,MN,Kanabec County,9.4,"53,181"
1375,MN,Kandiyohi County,10.6,"59,816"
1376,MN,Kittson County,9.4,"52,327"
1377,MN,Koochiching County,12.7,"48,942"
1378,MN,Lac qui Parle County,9.8,"53,046"
1379,MN,Lake County,8.4,"55,622"
1380,MN,Lake of the Woods County,9.7,"49,828"
1381,MN,Le Sueur County,7.7,"69,581"
1382,MN,Lincoln County,10.4,"51,278"
1383,MN,Lyon County,12.2,"55,255"
1384,MN,McLeod County,7.7,"61,822"
1385,MN,Mahnomen County,21.0,"43,591"
1386,MN,Marshall County,9.4,"56,330"
1387,MN,Martin County,11.1,"53,805"
1388,MN,Meeker County,9.1,"56,068"
1389,MN,Mille Lacs County,11.0,"53,273"
1390,MN,Morrison County,10.5,"55,709"
1391,MN,Mower County,10.6,"55,772"
1392,MN,Murray County,8.2,"60,682"
1393,MN,Nicollet County,8.8,"66,944"
1394,MN,Nobles County,12.8,"49,935"
1395,MN,Norman County,12.7,"50,481"
1396,MN,Olmsted County,8.3,"77,110"
1397,MN,Otter Tail County,10.3,"53,033"
1398,MN,Pennington County,10.3,"56,015"
1399,MN,Pine County,12.2,"52,226"
1400,MN,Pipestone County,9.7,"50,784"
1401,MN,Polk County,11.6,"54,717"
1402,MN,Pope County,8.0,"59,903"
1403,MN,Ramsey County,14.0,"61,924"
1404,MN,Red Lake County,10.3,"51,785"
1405,MN,Redwood County,10.0,"53,985"
1406,MN,Renville County,10.4,"54,758"
1407,MN,Rice County,11.1,"65,011"
1408,MN,Rock County,9.3,"60,041"
1409,MN,Roseau County,8.3,"58,742"
1410,MN,St. Louis County,14.5,"53,013"
1411,MN,Scott County,4.0,"99,685"
1412,MN,Sherburne County,4.3,"87,094"
1413,MN,Sibley County,7.7,"59,378"
1414,MN,Stearns County,11.0,"63,017"
1415,MN,Steele County,9.3,"60,143"
1416,MN,Stevens County,10.3,"59,406"
1417,MN,Swift County,11.5,"53,561"
1418,MN,Todd County,13.3,"49,962"
1419,MN,Traverse County,13.0,"50,692"
1420,MN,Wabasha County,7.0,"63,374"
1421,MN,Wadena County,15.7,"45,716"
1422,MN,Waseca County,10.3,"59,246"
1423,MN,Washington County,4.2,"92,582"
1424,MN,Watonwan County,11.2,"50,678"
1425,MN,Wilkin County,9.3,"58,118"
1426,MN,Winona County,13.8,"55,577"
1427,MN,Wright County,5.4,"80,805"
1428,MN,Yellow Medicine County,9.9,"53,596"
1429,MS,Mississippi,19.9,"43,595"
1430,MS,Adams County,32.5,"31,044"
1431,MS,Alcorn County,19.1,"39,528"
1432,MS,Amite County,23.3,"35,422"
1433,MS,Attala County,24.1,"35,158"
1434,MS,Benton County,21.8,"35,797"
1435,MS,Bolivar County,32.4,"34,216"
1436,MS,Calhoun County,21.8,"35,886"
1437,MS,Carroll County,17.6,"40,798"
1438,MS,Chickasaw County,18.2,"37,231"
1439,MS,Choctaw County,22.1,"37,561"
1440,MS,Claiborne County,42.6,"28,518"
1441,MS,Clarke County,20.8,"38,840"
1442,MS,Clay County,25.4,"36,044"
1443,MS,Coahoma County,34.8,"28,921"
1444,MS,Copiah County,22.5,"39,107"
1445,MS,Covington County,23.0,"39,644"
1446,MS,DeSoto County,8.7,"66,125"
1447,MS,Forrest County,22.7,"39,394"
1448,MS,Franklin County,20.6,"38,370"
1449,MS,George County,16.0,"51,185"
1450,MS,Greene County,21.7,"44,337"
1451,MS,Grenada County,20.4,"38,827"
1452,MS,Hancock County,17.0,"45,535"
1453,MS,Harrison County,19.7,"46,709"
1454,MS,Hinds County,20.2,"44,076"
1455,MS,Holmes County,40.8,"24,783"
1456,MS,Humphreys County,38.4,"26,489"
1457,MS,Issaquena County,38.1,"28,075"
1458,MS,Itawamba County,14.5,"45,718"
1459,MS,Jackson County,14.5,"49,699"
1460,MS,Jasper County,23.8,"35,916"
1461,MS,Jefferson County,34.1,"27,925"
1462,MS,Jefferson Davis County,28.7,"28,043"
1463,MS,Jones County,21.3,"39,459"
1464,MS,Kemper County,29.8,"32,026"
1465,MS,Lafayette County,21.1,"47,899"
1466,MS,Lamar County,15.5,"57,125"
1467,MS,Lauderdale County,20.5,"43,538"
1468,MS,Lawrence County,19.7,"38,446"
1469,MS,Leake County,21.7,"36,031"
1470,MS,Lee County,14.0,"51,559"
1471,MS,Leflore County,42.2,"25,569"
1472,MS,Lincoln County,18.2,"40,898"
1473,MS,Lowndes County,22.2,"42,277"
1474,MS,Madison County,10.7,"69,820"
1475,MS,Marion County,24.7,"28,967"
1476,MS,Marshall County,22.8,"38,498"
1477,MS,Monroe County,18.2,"40,371"
1478,MS,Montgomery County,23.2,"36,182"
1479,MS,Neshoba County,22.4,"38,728"
1480,MS,Newton County,20.4,"39,898"
1481,MS,Noxubee County,34.5,"30,130"
1482,MS,Oktibbeha County,25.5,"39,387"
1483,MS,Panola County,22.7,"35,927"
1484,MS,Pearl River County,17.2,"47,757"
1485,MS,Perry County,20.5,"38,997"
1486,MS,Pike County,28.0,"32,525"
1487,MS,Pontotoc County,14.6,"45,396"
1488,MS,Prentiss County,17.7,"36,654"
1489,MS,Quitman County,40.9,"26,740"
1490,MS,Rankin County,9.3,"65,504"
1491,MS,Scott County,21.9,"37,201"
1492,MS,Sharkey County,35.5,"28,842"
1493,MS,Simpson County,23.0,"38,385"
1494,MS,Smith County,16.3,"42,517"
1495,MS,Stone County,16.3,"44,159"
1496,MS,Sunflower County,36.2,"29,704"
1497,MS,Tallahatchie County,35.2,"30,998"
1498,MS,Tate County,16.5,"47,296"
1499,MS,Tippah County,17.9,"39,695"
1500,MS,Tishomingo County,17.9,"35,031"
1501,MS,Tunica County,29.1,"31,492"
1502,MS,Union County,14.5,"46,979"
1503,MS,Walthall County,26.1,"32,078"
1504,MS,Warren County,21.4,"44,227"
1505,MS,Washington County,32.7,"30,865"
1506,MS,Wayne County,23.0,"36,339"
1507,MS,Webster County,23.0,"39,479"
1508,MS,Wilkinson County,33.1,"27,962"
1509,MS,Winston County,22.5,"36,305"
1510,MS,Yalobusha County,21.3,"36,834"
1511,MS,Yazoo County,33.9,"33,051"
1512,MO,Missouri,13.4,"53,506"
1513,MO,Adair County,25.6,"38,784"
1514,MO,Andrew County,8.0,"60,759"
1515,MO,Atchison County,11.9,"49,469"
1516,MO,Audrain County,17.2,"44,212"
1517,MO,Barry County,16.1,"40,765"
1518,MO,Barton County,14.7,"41,796"
1519,MO,Bates County,14.4,"45,392"
1520,MO,Benton County,17.2,"39,588"
1521,MO,Bollinger County,14.8,"43,611"
1522,MO,Boone County,15.1,"52,179"
1523,MO,Buchanan County,15.6,"46,516"
1524,MO,Butler County,22.7,"39,642"
1525,MO,Caldwell County,13.9,"44,252"
1526,MO,Callaway County,12.3,"53,317"
1527,MO,Camden County,13.6,"51,489"
1528,MO,Cape Girardeau County,14.6,"51,955"
1529,MO,Carroll County,13.9,"45,404"
1530,MO,Carter County,20.9,"33,793"
1531,MO,Cass County,9.2,"65,839"
1532,MO,Cedar County,17.2,"37,958"
1533,MO,Chariton County,12.7,"44,587"
1534,MO,Christian County,9.9,"58,931"
1535,MO,Clark County,16.0,"43,130"
1536,MO,Clay County,7.4,"67,666"
1537,MO,Clinton County,11.1,"57,807"
1538,MO,Cole County,11.7,"55,315"
1539,MO,Cooper County,11.5,"48,851"
1540,MO,Crawford County,19.4,"39,306"
1541,MO,Dade County,16.6,"39,127"
1542,MO,Dallas County,18.5,"38,685"
1543,MO,Daviess County,13.8,"45,342"
1544,MO,DeKalb County,15.5,"48,060"
1545,MO,Dent County,20.2,"35,445"
1546,MO,Douglas County,20.4,"34,265"
1547,MO,Dunklin County,24.6,"33,721"
1548,MO,Franklin County,10.4,"55,937"
1549,MO,Gasconade County,11.9,"48,711"
1550,MO,Gentry County,14.0,"43,182"
1551,MO,Greene County,16.2,"45,608"
1552,MO,Grundy County,17.9,"40,305"
1553,MO,Harrison County,16.7,"40,139"
1554,MO,Henry County,16.1,"43,615"
1555,MO,Hickory County,19.3,"35,170"
1556,MO,Holt County,13.9,"46,560"
1557,MO,Howard County,13.3,"45,858"
1558,MO,Howell County,22.3,"35,483"
1559,MO,Iron County,22.6,"35,682"
1560,MO,Jackson County,13.8,"52,585"
1561,MO,Jasper County,16.8,"46,611"
1562,MO,Jefferson County,10.7,"62,334"
1563,MO,Johnson County,12.8,"54,417"
1564,MO,Knox County,18.6,"36,866"
1565,MO,Laclede County,15.6,"45,267"
1566,MO,Lafayette County,12.5,"51,745"
1567,MO,Lawrence County,16.0,"42,856"
1568,MO,Lewis County,16.0,"46,517"
1569,MO,Lincoln County,9.8,"67,986"
1570,MO,Linn County,13.5,"42,331"
1571,MO,Livingston County,16.3,"45,448"
1572,MO,McDonald County,19.1,"38,468"
1573,MO,Macon County,12.6,"40,037"
1574,MO,Madison County,18.6,"38,206"
1575,MO,Maries County,13.9,"44,366"
1576,MO,Marion County,17.2,"45,064"
1577,MO,Mercer County,14.5,"42,048"
1578,MO,Miller County,15.0,"42,042"
1579,MO,Mississippi County,28.5,"34,185"
1580,MO,Moniteau County,12.0,"49,452"
1581,MO,Monroe County,13.5,"42,299"
1582,MO,Montgomery County,15.2,"47,044"
1583,MO,Morgan County,19.7,"41,908"
1584,MO,New Madrid County,25.4,"38,542"
1585,MO,Newton County,13.2,"49,161"
1586,MO,Nodaway County,17.0,"44,273"
1587,MO,Oregon County,24.3,"31,714"
1588,MO,Osage County,9.2,"57,694"
1589,MO,Ozark County,21.5,"33,284"
1590,MO,Pemiscot County,26.4,"32,224"
1591,MO,Perry County,9.7,"52,132"
1592,MO,Pettis County,16.0,"44,867"
1593,MO,Phelps County,18.4,"41,330"
1594,MO,Pike County,16.4,"44,040"
1595,MO,Platte County,6.2,"75,651"
1596,MO,Polk County,15.1,"44,214"
1597,MO,Pulaski County,13.0,"53,168"
1598,MO,Putnam County,16.5,"38,024"
1599,MO,Ralls County,9.6,"53,965"
1600,MO,Randolph County,16.9,"47,327"
1601,MO,Ray County,10.3,"61,592"
1602,MO,Reynolds County,20.4,"34,424"
1603,MO,Ripley County,23.9,"32,331"
1604,MO,St. Charles County,5.3,"81,827"
1605,MO,St. Clair County,20.4,"35,230"
1606,MO,Ste. Genevieve County,10.8,"58,797"
1607,MO,St. Francois County,17.7,"41,708"
1608,MO,St. Louis County,10.0,"64,926"
1609,MO,Saline County,15.6,"43,235"
1610,MO,Schuyler County,15.9,"32,860"
1611,MO,Scotland County,15.6,"40,900"
1612,MO,Scott County,20.2,"42,581"
1613,MO,Shannon County,35.9,"29,152"
1614,MO,Shelby County,15.7,"42,444"
1615,MO,Stoddard County,17.1,"41,824"
1616,MO,Stone County,15.5,"44,384"
1617,MO,Sullivan County,16.1,"40,517"
1618,MO,Taney County,13.8,"43,110"
1619,MO,Texas County,21.2,"33,457"
1620,MO,Vernon County,15.6,"41,284"
1621,MO,Warren County,10.1,"59,723"
1622,MO,Washington County,22.8,"37,318"
1623,MO,Wayne County,22.9,"33,390"
1624,MO,Webster County,15.5,"46,039"
1625,MO,Worth County,14.8,"41,017"
1626,MO,Wright County,24.3,"33,191"
1627,MO,St. Louis city,21.4,"40,876"
1628,MT,Montana,12.7,"53,262"
1629,MT,Beaverhead County,13.8,"55,842"
1630,MT,Big Horn County,26.8,"41,957"
1631,MT,Blaine County,26.2,"37,653"
1632,MT,Broadwater County,9.8,"54,523"
1633,MT,Carbon County,9.4,"52,726"
1634,MT,Carter County,12.9,"44,774"
1635,MT,Cascade County,11.9,"47,882"
1636,MT,Chouteau County,14.5,"42,598"
1637,MT,Custer County,13.0,"47,675"
1638,MT,Daniels County,10.2,"47,032"
1639,MT,Dawson County,10.7,"54,210"
1640,MT,Deer Lodge County,15.9,"44,295"
1641,MT,Fallon County,9.1,"60,495"
1642,MT,Fergus County,12.7,"49,892"
1643,MT,Flathead County,11.0,"57,389"
1644,MT,Gallatin County,9.8,"61,446"
1645,MT,Garfield County,16.4,"43,753"
1646,MT,Glacier County,26.2,"38,345"
1647,MT,Golden Valley County,19.0,"35,850"
1648,MT,Granite County,12.2,"44,834"
1649,MT,Hill County,15.7,"48,470"
1650,MT,Jefferson County,8.4,"66,813"
1651,MT,Judith Basin County,12.7,"43,748"
1652,MT,Lake County,18.8,"42,265"
1653,MT,Lewis and Clark County,8.3,"59,819"
1654,MT,Liberty County,18.5,"41,798"
1655,MT,Lincoln County,15.6,"38,257"
1656,MT,McCone County,14.7,"44,001"
1657,MT,Madison County,10.0,"50,248"
1658,MT,Meagher County,16.0,"43,001"
1659,MT,Mineral County,14.5,"42,452"
1660,MT,Missoula County,14.3,"53,141"
1661,MT,Musselshell County,17.2,"42,255"
1662,MT,Park County,12.9,"49,550"
1663,MT,Petroleum County,14.1,"43,669"
1664,MT,Phillips County,14.4,"44,168"
1665,MT,Pondera County,17.7,"42,175"
1666,MT,Powder River County,12.2,"49,446"
1667,MT,Powell County,18.7,"45,418"
1668,MT,Prairie County,12.0,"43,238"
1669,MT,Ravalli County,12.5,"49,997"
1670,MT,Richland County,8.7,"63,343"
1671,MT,Roosevelt County,26.1,"42,379"
1672,MT,Rosebud County,17.3,"54,998"
1673,MT,Sanders County,20.5,"40,582"
1674,MT,Sheridan County,11.0,"49,862"
1675,MT,Silver Bow County,16.3,"44,762"
1676,MT,Stillwater County,8.5,"63,140"
1677,MT,Sweet Grass County,10.0,"52,303"
1678,MT,Teton County,13.5,"47,750"
1679,MT,Toole County,15.7,"46,896"
1680,MT,Treasure County,11.7,"50,432"
1681,MT,Valley County,11.8,"47,676"
1682,MT,Wheatland County,18.5,"36,771"
1683,MT,Wibaux County,10.8,"48,092"
1684,MT,Yellowstone County,10.3,"58,031"
1685,NE,Nebraska,10.7,"59,913"
1686,NE,Adams County,12.1,"53,321"
1687,NE,Antelope County,11.2,"46,560"
1688,NE,Arthur County,13.8,"44,109"
1689,NE,Banner County,11.7,"53,040"
1690,NE,Blaine County,14.5,"44,016"
1691,NE,Boone County,9.2,"55,493"
1692,NE,Box Butte County,11.6,"58,728"
1693,NE,Boyd County,12.6,"43,189"
1694,NE,Brown County,12.1,"46,768"
1695,NE,Buffalo County,12.7,"58,800"
1696,NE,Burt County,11.5,"52,879"
1697,NE,Butler County,8.5,"52,033"
1698,NE,Cass County,6.0,"71,166"
1699,NE,Cedar County,8.3,"61,159"
1700,NE,Chase County,9.3,"57,965"
1701,NE,Cherry County,11.7,"46,894"
1702,NE,Cheyenne County,10.2,"59,971"
1703,NE,Clay County,10.8,"51,775"
1704,NE,Colfax County,9.2,"61,176"
1705,NE,Cuming County,8.3,"55,465"
1706,NE,Custer County,12.1,"50,627"
1707,NE,Dakota County,12.7,"52,055"
1708,NE,Dawes County,17.0,"43,627"
1709,NE,Dawson County,11.5,"46,395"
1710,NE,Deuel County,12.2,"47,584"
1711,NE,Dixon County,8.8,"54,941"
1712,NE,Dodge County,13.7,"53,152"
1713,NE,Douglas County,11.4,"61,706"
1714,NE,Dundy County,14.9,"45,680"
1715,NE,Fillmore County,8.2,"57,539"
1716,NE,Franklin County,13.7,"47,002"
1717,NE,Frontier County,13.1,"49,455"
1718,NE,Furnas County,11.2,"50,675"
1719,NE,Gage County,10.7,"53,305"
1720,NE,Garden County,15.6,"39,446"
1721,NE,Garfield County,11.6,"43,478"
1722,NE,Gosper County,9.2,"54,787"
1723,NE,Grant County,10.0,"52,665"
1724,NE,Greeley County,12.5,"45,037"
1725,NE,Hall County,12.0,"54,546"
1726,NE,Hamilton County,6.5,"68,296"
1727,NE,Harlan County,10.4,"47,829"
1728,NE,Hayes County,16.7,"45,136"
1729,NE,Hitchcock County,13.7,"42,567"
1730,NE,Holt County,10.8,"50,370"
1731,NE,Hooker County,8.6,"47,327"
1732,NE,Howard County,10.0,"54,671"
1733,NE,Jefferson County,11.5,"48,930"
1734,NE,Johnson County,12.7,"48,518"
1735,NE,Kearney County,8.4,"62,499"
1736,NE,Keith County,12.3,"47,598"
1737,NE,Keya Paha County,17.7,"45,688"
1738,NE,Kimball County,13.8,"46,571"
1739,NE,Knox County,12.6,"46,163"
1740,NE,Lancaster County,11.4,"59,681"
1741,NE,Lincoln County,11.6,"55,934"
1742,NE,Logan County,8.9,"48,579"
1743,NE,Loup County,15.8,"46,875"
1744,NE,McPherson County,12.7,"49,875"
1745,NE,Madison County,13.1,"51,184"
1746,NE,Merrick County,10.2,"59,984"
1747,NE,Morrill County,14.3,"44,062"
1748,NE,Nance County,11.8,"48,972"
1749,NE,Nemaha County,12.6,"52,229"
1750,NE,Nuckolls County,11.5,"43,712"
1751,NE,Otoe County,9.1,"60,469"
1752,NE,Pawnee County,13.2,"42,962"
1753,NE,Perkins County,9.3,"55,033"
1754,NE,Phelps County,8.8,"60,695"
1755,NE,Pierce County,9.5,"58,375"
1756,NE,Platte County,8.6,"57,693"
1757,NE,Polk County,6.9,"61,422"
1758,NE,Red Willow County,10.9,"49,447"
1759,NE,Richardson County,13.0,"48,087"
1760,NE,Rock County,14.3,"48,373"
1761,NE,Saline County,10.6,"53,662"
1762,NE,Sarpy County,5.1,"80,842"
1763,NE,Saunders County,7.6,"63,849"
1764,NE,Scotts Bluff County,13.3,"48,662"
1765,NE,Seward County,7.5,"68,762"
1766,NE,Sheridan County,14.3,"41,247"
1767,NE,Sherman County,11.7,"55,432"
1768,NE,Sioux County,17.1,"50,910"
1769,NE,Stanton County,7.8,"58,295"
1770,NE,Thayer County,11.6,"51,757"
1771,NE,Thomas County,13.5,"46,927"
1772,NE,Thurston County,23.3,"45,328"
1773,NE,Valley County,12.1,"44,907"
1774,NE,Washington County,7.2,"72,385"
1775,NE,Wayne County,12.2,"54,548"
1776,NE,Webster County,13.0,"45,768"
1777,NE,Wheeler County,9.2,"55,906"
1778,NE,York County,10.1,"55,950"
1779,NV,Nevada,13.3,"57,932"
1780,NV,Churchill County,11.5,"53,302"
1781,NV,Clark County,14.0,"57,217"
1782,NV,Douglas County,8.2,"66,092"
1783,NV,Elko County,10.6,"76,439"
1784,NV,Esmeralda County,14.6,"47,053"
1785,NV,Eureka County,9.0,"67,976"
1786,NV,Humboldt County,10.5,"68,753"
1787,NV,Lander County,11.1,"75,943"
1788,NV,Lincoln County,13.8,"54,844"
1789,NV,Lyon County,10.8,"54,588"
1790,NV,Mineral County,17.5,"45,589"
1791,NV,Nye County,15.8,"48,513"
1792,NV,Pershing County,18.2,"57,885"
1793,NV,Storey County,7.0,"61,751"
1794,NV,Washoe County,11.1,"61,506"
1795,NV,White Pine County,13.8,"53,765"
1796,NV,Carson City,11.0,"55,228"
1797,NH,New Hampshire,7.7,"73,638"
1798,NH,Belknap County,8.3,"63,902"
1799,NH,Carroll County,9.3,"58,005"
1800,NH,Cheshire County,9.4,"60,844"
1801,NH,Coos County,11.7,"43,836"
1802,NH,Grafton County,9.4,"63,322"
1803,NH,Hillsborough County,7.9,"78,171"
1804,NH,Merrimack County,7.3,"70,408"
1805,NH,Rockingham County,5.1,"89,049"
1806,NH,Strafford County,9.4,"68,864"
1807,NH,Sullivan County,10.3,"59,493"
1808,NJ,New Jersey,10.0,"80,106"
1809,NJ,Atlantic County,14.4,"59,309"
1810,NJ,Bergen County,6.6,"93,805"
1811,NJ,Burlington County,6.5,"86,777"
1812,NJ,Camden County,11.7,"65,817"
1813,NJ,Cape May County,10.4,"64,450"
1814,NJ,Cumberland County,18.4,"51,786"
1815,NJ,Essex County,15.7,"60,284"
1816,NJ,Gloucester County,6.7,"84,639"
1817,NJ,Hudson County,14.1,"65,673"
1818,NJ,Hunterdon County,3.9,"113,083"
1819,NJ,Mercer County,11.4,"78,161"
1820,NJ,Middlesex County,8.5,"85,187"
1821,NJ,Monmouth County,7.3,"97,627"
1822,NJ,Morris County,4.9,"114,269"
1823,NJ,Ocean County,10.2,"70,493"
1824,NJ,Passaic County,16.5,"63,127"
1825,NJ,Salem County,13.3,"61,322"
1826,NJ,Somerset County,5.3,"111,838"
1827,NJ,Sussex County,5.3,"89,744"
1828,NJ,Union County,9.3,"76,830"
1829,NJ,Warren County,7.4,"79,633"
1830,NM,New Mexico,19.0,"47,086"
1831,NM,Bernalillo County,14.6,"51,091"
1832,NM,Catron County,21.2,"34,458"
1833,NM,Chaves County,18.9,"43,341"
1834,NM,Cibola County,30.1,"37,753"
1835,NM,Colfax County,19.8,"39,372"
1836,NM,Curry County,18.9,"43,590"
1837,NM,DeBaca County,22.0,"33,095"
1838,NM,Dona Ana County,26.3,"38,562"
1839,NM,Eddy County,16.9,"52,932"
1840,NM,Grant County,20.3,"40,684"
1841,NM,Guadalupe County,22.6,"31,915"
1842,NM,Harding County,15.1,"35,441"
1843,NM,Hidalgo County,24.8,"33,557"
1844,NM,Lea County,16.1,"52,358"
1845,NM,Lincoln County,15.8,"47,141"
1846,NM,Los Alamos County,3.7,"118,380"
1847,NM,Luna County,28.3,"30,621"
1848,NM,McKinley County,37.8,"31,746"
1849,NM,Mora County,22.6,"33,671"
1850,NM,Otero County,18.5,"43,338"
1851,NM,Quay County,23.9,"29,600"
1852,NM,Rio Arriba County,28.9,"36,977"
1853,NM,Roosevelt County,25.7,"37,767"
1854,NM,Sandoval County,15.3,"56,937"
1855,NM,San Juan County,23.1,"46,977"
1856,NM,San Miguel County,29.2,"33,205"
1857,NM,Santa Fe County,12.2,"58,639"
1858,NM,Sierra County,26.6,"30,356"
1859,NM,Socorro County,28.3,"34,880"
1860,NM,Taos County,22.8,"34,980"
1861,NM,Torrance County,26.7,"36,886"
1862,NM,Union County,17.6,"38,627"
1863,NM,Valencia County,17.5,"46,155"
1864,NY,New York,14.1,"64,783"
1865,NY,Albany County,11.3,"65,659"
1866,NY,Allegany County,16.3,"46,491"
1867,NY,Bronx County,27.9,"37,377"
1868,NY,Broome County,17.5,"47,910"
1869,NY,Cattaraugus County,15.8,"47,875"
1870,NY,Cayuga County,12.6,"55,460"
1871,NY,Chautauqua County,17.7,"45,840"
1872,NY,Chemung County,15.3,"50,562"
1873,NY,Chenango County,12.6,"48,161"
1874,NY,Clinton County,13.7,"56,436"
1875,NY,Columbia County,10.5,"60,629"
1876,NY,Cortland County,15.7,"52,038"
1877,NY,Delaware County,17.9,"45,385"
1878,NY,Dutchess County,10.1,"76,955"
1879,NY,Erie County,14.5,"55,581"
1880,NY,Essex County,10.6,"52,741"
1881,NY,Franklin County,18.9,"50,187"
1882,NY,Fulton County,15.9,"46,984"
1883,NY,Genesee County,10.8,"55,522"
1884,NY,Greene County,12.7,"54,635"
1885,NY,Hamilton County,9.8,"51,520"
1886,NY,Herkimer County,14.3,"46,733"
1887,NY,Jefferson County,15.1,"47,436"
1888,NY,Kings County,19.8,"56,548"
1889,NY,Lewis County,12.5,"51,857"
1890,NY,Livingston County,12.0,"56,407"
1891,NY,Madison County,10.8,"56,477"
1892,NY,Monroe County,14.6,"57,660"
1893,NY,Montgomery County,17.8,"46,601"
1894,NY,Nassau County,6.2,"107,465"
1895,NY,New York County,16.3,"84,133"
1896,NY,Niagara County,12.4,"54,317"
1897,NY,Oneida County,16.1,"53,234"
1898,NY,Onondaga County,13.7,"57,641"
1899,NY,Ontario County,9.3,"65,271"
1900,NY,Orange County,10.9,"77,606"
1901,NY,Orleans County,15.2,"48,799"
1902,NY,Oswego County,16.3,"52,732"
1903,NY,Otsego County,13.1,"51,561"
1904,NY,Putnam County,5.4,"98,765"
1905,NY,Queens County,12.2,"64,046"
1906,NY,Rensselaer County,11.5,"63,457"
1907,NY,Richmond County,11.9,"78,466"
1908,NY,Rockland County,13.3,"87,873"
1909,NY,St. Lawrence County,18.9,"49,607"
1910,NY,Saratoga County,6.6,"82,732"
1911,NY,Schenectady County,12.8,"61,841"
1912,NY,Schoharie County,13.9,"51,007"
1913,NY,Schuyler County,13.9,"48,782"
1914,NY,Seneca County,12.0,"54,563"
1915,NY,Steuben County,12.8,"50,807"
1916,NY,Suffolk County,7.0,"94,108"
1917,NY,Sullivan County,14.9,"52,504"
1918,NY,Tioga County,9.9,"57,190"
1919,NY,Tompkins County,18.6,"56,539"
1920,NY,Ulster County,13.7,"62,531"
1921,NY,Warren County,9.7,"58,859"
1922,NY,Washington County,11.7,"53,609"
1923,NY,Wayne County,12.1,"52,709"
1924,NY,Westchester County,8.5,"90,483"
1925,NY,Wyoming County,11.2,"53,986"
1926,NY,Yates County,13.9,"49,198"
1927,NC,North Carolina,14.7,"52,797"
1928,NC,Alamance County,14.4,"47,914"
1929,NC,Alexander County,11.7,"48,577"
1930,NC,Alleghany County,20.9,"38,994"
1931,NC,Anson County,22.2,"41,266"
